filename,provider,vcpu(s),device,instance,iteration,accuracy,runtime(ms),price,normalized_runtime,cost_per_task,normalized_cost
microsoft_4_cpu_ml-1.out,microsoft,4,cpu,1,7,0.9878,676063.0,0.17,2.75228275584646,0.46788806849389825,2.7522827558464598
microsoft_4_cpu_ml-1.out,microsoft,4,cpu,1,8,0.9868,619065.0,0.17,2.5202413447387135,0.4284410286055813,2.520241344738713
microsoft_4_cpu_ml-1.out,microsoft,4,cpu,1,9,0.9862,660803.0,0.17,2.690158612306262,0.4573269640920646,2.6901586123062615
microsoft_4_cpu_ml-1.out,microsoft,4,cpu,1,10,0.9869,720332.0,0.17,2.932503837784929,0.498525652423438,2.9325038377849286
google_4_cpu_ml-1.out,google,4,cpu,1,1,0.9866,257710.0,0.2088,1.0491489535874485,0.21906230150905925,1.2886017735827011
google_4_cpu_ml-1.out,google,4,cpu,1,2,0.9862,249171.0,0.2088,1.014386302100571,0.21180385987859923,1.2459050581094069
google_4_cpu_ml-1.out,google,4,cpu,1,3,0.9866,267703.0,0.2088,1.0898309042032546,0.22755669279763957,1.3385687811625855
google_4_cpu_ml-1.out,google,4,cpu,1,4,0.9873,255498.0,0.2088,1.040143802505475,0.2171820259631432,1.2775413291949598
google_4_cpu_ml-1.out,google,4,cpu,1,5,0.9872,252073.0,0.2088,1.0262004740896704,0.2142706589899232,1.260415641117195
google_4_cpu_ml-1.out,google,4,cpu,1,6,0.9862,255487.0,0.2088,1.0400990210127528,0.21717267558746278,1.277486326985075
google_4_cpu_ml-1.out,google,4,cpu,1,7,0.9873,268557.0,0.2088,1.0933075764564217,0.22828262196410087,1.3428389527300049
google_4_cpu_ml-1.out,google,4,cpu,1,8,0.9861,326173.0,0.2088,1.3278648932462027,0.27725818970980715,1.6309305277047474
,amazon,8,,,,,,0.34,,,
,amazon,16,,,,,,0.68,,,
,amazon,36,,,,,,1.53,,,
,google,8,,,,,,0.4176,,,
,google,16,,,,,,0.8325,,,
,microsoft,8,,,,,,0.34,,,
