filename,provider,device,instance,iteration,normalized_peak,normalized_cost,task
amazon_gpu_ro-3.out,amazon,gpu,3,6,0.9871845539263855,0.987184553926385,sp
amazon_gpu_ro-3.out,amazon,gpu,3,7,0.9936279438170658,0.9936279438170653,sp
amazon_gpu_ro-3.out,amazon,gpu,3,8,0.9941680557924966,0.9941680557924962,sp
amazon_gpu_ro-3.out,amazon,gpu,3,9,0.9908748325044643,0.990874832504464,sp
amazon_gpu_ro-3.out,amazon,gpu,3,10,0.9933272328253394,0.993327232825339,sp
google_gpu_alt-2.out,google,gpu,2,1,1.0464859293045004,0.5592885911060717,sp
google_gpu_alt-2.out,google,gpu,2,2,1.0470056046105904,0.5595663286863264,sp
google_gpu_alt-2.out,google,gpu,2,3,1.04675452553012,0.5594321408666527,sp
google_gpu_alt-2.out,google,gpu,2,4,1.047189534634656,0.5596646290658548,sp
google_gpu_alt-2.out,google,gpu,2,5,1.0465618369334797,0.5593291595166705,sp
google_gpu_alt-2.out,google,gpu,2,6,1.045881587796856,0.5589656041447639,sp
google_gpu_alt-2.out,google,gpu,2,7,1.0449269033862296,0.5584553783653069,sp
google_gpu_alt-2.out,google,gpu,2,8,1.0465151245464155,0.5593041943409173,sp
google_gpu_alt-2.out,google,gpu,2,9,1.0468479503042485,0.5594820712181592,sp
google_gpu_alt-2.out,google,gpu,2,10,1.0576969021999296,0.5652802332868511,sp
google_gpu_ro-2.out,google,gpu,2,1,1.0025178949802382,0.5357901194283271,sp
google_gpu_ro-2.out,google,gpu,2,2,1.003130995060457,0.5361177873600884,sp
google_gpu_ro-2.out,google,gpu,2,3,1.0007311461750292,0.5348352014557654,sp
google_gpu_ro-2.out,google,gpu,2,4,1.0024916192625146,0.5357760765169659,sp
google_gpu_ro-2.out,google,gpu,2,5,1.0019923806257651,0.5355092612011031,sp
google_gpu_ro-2.out,google,gpu,2,6,1.0006552385460499,0.5347946330451664,sp
google_gpu_ro-2.out,google,gpu,2,7,1.0028886745525611,0.5359882805108686,sp
google_gpu_ro-2.out,google,gpu,2,8,0.996334342742603,0.5324853542879909,sp
google_gpu_ro-2.out,google,gpu,2,9,1.0144616684477388,0.5421734028037357,sp
google_gpu_ro-2.out,google,gpu,2,10,1.013702592157944,0.5417677186977453,sp
google_gpu_ro-3.out,google,gpu,3,1,1.0134807083193886,0.5416491341129175,sp
google_gpu_ro-3.out,google,gpu,3,2,1.0131274458922148,0.5414603349712835,sp
google_gpu_ro-3.out,google,gpu,3,3,1.0021208396901917,0.5355779154344245,sp
google_gpu_ro-3.out,google,gpu,3,4,1.0146193227540807,0.5422576602719029,sp
google_gpu_ro-3.out,google,gpu,3,5,1.0011515576586079,0.5350598880375447,sp
google_gpu_ro-3.out,google,gpu,3,6,1.010759711772894,0.5401949126252908,sp
google_gpu_ro-3.out,google,gpu,3,7,0.8984105818348957,0.48015054429176074,sp
google_gpu_ro-3.out,google,gpu,3,8,0.89547646002242,0.4785824191897598,sp
google_gpu_ro-3.out,google,gpu,3,9,1.0140033031496702,0.5419284320166569,sp
google_gpu_ro-3.out,google,gpu,3,10,1.0112531113612604,0.5404586072941845,sp
google_gpu_alt-3.out,google,gpu,3,1,1.0588413556830047,0.5658918800928057,sp
google_gpu_alt-3.out,google,gpu,3,2,1.0564677825153006,0.5646233370998438,sp
google_gpu_alt-3.out,google,gpu,3,3,1.0458728292242816,0.5589609231743103,sp
google_gpu_alt-3.out,google,gpu,3,4,1.0582866460866163,0.5655954186307357,sp
google_gpu_alt-3.out,google,gpu,3,5,1.0442116199593077,0.5580730991115853,sp
google_gpu_alt-3.out,google,gpu,3,6,1.059080756666709,0.566019826618541,sp
google_gpu_alt-3.out,google,gpu,3,7,1.0437007032257921,0.5578000425017843,sp
google_gpu_alt-3.out,google,gpu,3,8,1.0573348812001815,0.5650867531747634,sp
google_gpu_alt-3.out,google,gpu,3,9,1.0585143689735548,0.5657171238625329,sp
google_gpu_alt-3.out,google,gpu,3,10,1.057857476030463,0.5653660510785028,sp
google_gpu_alt-1.out,google,gpu,1,1,1.0467282498123962,0.5594180979552915,sp
google_gpu_alt-1.out,google,gpu,1,2,1.0461560230708586,0.5591122745523143,sp
google_gpu_alt-1.out,google,gpu,1,3,1.0469880874654414,0.559556966745419,sp
google_gpu_alt-1.out,google,gpu,1,4,1.0467749621994606,0.5594430631310449,sp
google_gpu_alt-1.out,google,gpu,1,5,1.0475252799166808,0.5598440662665813,sp
google_gpu_alt-1.out,google,gpu,1,6,1.0470172827073567,0.5595725699802649,sp
google_gpu_alt-1.out,google,gpu,1,7,1.0471253051024427,0.5596303019491942,sp
google_gpu_alt-1.out,google,gpu,1,8,1.0458640706517068,0.5589562422038564,sp
google_gpu_alt-1.out,google,gpu,1,9,1.0471399027234003,0.559638103566617,sp
google_gpu_alt-1.out,google,gpu,1,10,1.0472946375055507,0.5597208007112996,sp
google_gpu_ro-1.out,google,gpu,1,1,0.8712736044747353,0.46564733750260834,sp
google_gpu_ro-1.out,google,gpu,1,2,1.00304048981052,0.5360694173320666,sp
google_gpu_ro-1.out,google,gpu,1,3,1.0032331784071602,0.5361723986820487,sp
google_gpu_ro-1.out,google,gpu,1,4,1.003936783737316,0.536548436641832,sp
google_gpu_ro-1.out,google,gpu,1,5,1.0031163974394994,0.5361099857426656,sp
google_gpu_ro-1.out,google,gpu,1,6,1.0035397284472696,0.5363362326479294,sp
google_gpu_ro-1.out,google,gpu,1,7,1.0029908578992641,0.5360428918328287,sp
google_gpu_ro-1.out,google,gpu,1,8,1.0007311461750292,0.5348352014557654,sp
google_gpu_ro-1.out,google,gpu,1,9,1.0024916192625146,0.5357760765169659,sp
google_gpu_ro-1.out,google,gpu,1,10,1.003180626971713,0.5361443128593264,sp
amazon_gpu_alt-2.out,amazon,gpu,2,1,0.9981318394499482,0.9981318394499489,dp
amazon_gpu_alt-2.out,amazon,gpu,2,2,0.998443884912795,0.9984438849127957,dp
amazon_gpu_alt-2.out,amazon,gpu,2,3,0.9983205181019021,0.9983205181019029,dp
amazon_gpu_alt-2.out,amazon,gpu,2,4,0.9980157295102843,0.9980157295102849,dp
amazon_gpu_alt-2.out,amazon,gpu,2,5,0.9872828169625976,0.9872828169625983,dp
amazon_gpu_alt-2.out,amazon,gpu,2,6,0.9979721882829103,0.997972188282911,dp
amazon_gpu_alt-2.out,amazon,gpu,2,7,0.9864700473849498,0.9864700473849505,dp
amazon_gpu_alt-2.out,amazon,gpu,2,8,0.9970941068642016,0.9970941068642024,dp
amazon_gpu_alt-2.out,amazon,gpu,2,9,0.9965063002946529,0.9965063002946537,dp
amazon_gpu_alt-2.out,amazon,gpu,2,10,0.9966514377192328,0.9966514377192336,dp
amazon_gpu_alt-3.out,amazon,gpu,3,1,0.9982552062608411,0.9982552062608419,dp
amazon_gpu_alt-3.out,amazon,gpu,3,2,0.9990607189672599,0.9990607189672607,dp
amazon_gpu_alt-3.out,amazon,gpu,3,3,0.9873626425461165,0.9873626425461172,dp
amazon_gpu_alt-3.out,amazon,gpu,3,4,0.9975367760091703,0.9975367760091711,dp
amazon_gpu_alt-3.out,amazon,gpu,3,5,0.9864192492863468,0.9864192492863476,dp
amazon_gpu_alt-3.out,amazon,gpu,3,6,0.9963756766125309,0.9963756766125316,dp
amazon_gpu_alt-3.out,amazon,gpu,3,7,0.996027346793539,0.9960273467935398,dp
amazon_gpu_alt-3.out,amazon,gpu,3,8,0.9953524577692422,0.995352457769243,dp
amazon_gpu_alt-3.out,amazon,gpu,3,9,0.9954903383225933,0.9954903383225939,dp
amazon_gpu_alt-3.out,amazon,gpu,3,10,0.9984003436854211,0.9984003436854219,dp
amazon_gpu_alt-1.out,amazon,gpu,1,1,0.9985309673675431,0.9985309673675439,dp
amazon_gpu_alt-1.out,amazon,gpu,1,2,0.9990462052248019,0.9990462052248027,dp
amazon_gpu_alt-1.out,amazon,gpu,1,3,0.9980302432527423,0.998030243252743,dp
amazon_gpu_alt-1.out,amazon,gpu,1,4,0.998378573071734,0.9983785730717347,dp
amazon_gpu_alt-1.out,amazon,gpu,1,5,0.9870651108257277,0.9870651108257283,dp
amazon_gpu_alt-1.out,amazon,gpu,1,6,0.998422114299108,0.9984221142991088,dp
amazon_gpu_alt-1.out,amazon,gpu,1,7,0.9873844131598034,0.9873844131598042,dp
amazon_gpu_alt-1.out,amazon,gpu,1,8,0.9981826375485512,0.9981826375485519,dp
amazon_gpu_alt-1.out,amazon,gpu,1,9,0.9864192492863468,0.9864192492863476,dp
amazon_gpu_alt-1.out,amazon,gpu,1,10,0.9971957030614077,0.9971957030614085,dp
amazon_gpu_ro-1.out,amazon,gpu,1,1,1.0084583672088112,1.0084583672088119,dp
amazon_gpu_ro-1.out,amazon,gpu,1,2,1.0066731768864778,1.0066731768864785,dp
amazon_gpu_ro-1.out,amazon,gpu,1,3,1.0080519824199872,1.0080519824199878,dp
amazon_gpu_ro-1.out,amazon,gpu,1,4,1.0049895827613506,1.0049895827613513,dp
amazon_gpu_ro-1.out,amazon,gpu,1,5,1.0053451694515712,1.0053451694515718,dp
amazon_gpu_ro-1.out,amazon,gpu,1,6,1.0053306557091133,1.005330655709114,dp
amazon_gpu_ro-1.out,amazon,gpu,1,7,1.0050621514736404,1.005062151473641,dp
amazon_gpu_ro-1.out,amazon,gpu,1,8,1.0072609834560264,1.007260983456027,dp
amazon_gpu_ro-1.out,amazon,gpu,1,9,1.001636908253554,1.0016369082535546,dp
amazon_gpu_ro-1.out,amazon,gpu,1,10,1.0033640436060551,1.0033640436060558,dp
amazon_gpu_ro-2.out,amazon,gpu,2,1,1.0063901589085469,1.0063901589085475,dp
amazon_gpu_ro-2.out,amazon,gpu,2,2,1.0055701324596702,1.0055701324596709,dp
amazon_gpu_ro-2.out,amazon,gpu,2,3,1.0043437212219697,1.0043437212219704,dp
amazon_gpu_ro-2.out,amazon,gpu,2,4,1.001172468494898,1.0011724684948986,dp
amazon_gpu_ro-2.out,amazon,gpu,2,5,1.0050476377311826,1.0050476377311832,dp
amazon_gpu_ro-2.out,amazon,gpu,2,6,1.0051637476708464,1.005163747670847,dp
amazon_gpu_ro-2.out,amazon,gpu,2,7,1.0050766652160985,1.0050766652160992,dp
amazon_gpu_ro-2.out,amazon,gpu,2,8,1.00108538604015,1.0010853860401507,dp
amazon_gpu_ro-2.out,amazon,gpu,2,9,1.0045033723890078,1.0045033723890084,dp
amazon_gpu_ro-2.out,amazon,gpu,2,10,1.0054903068761512,1.0054903068761518,dp
amazon_gpu_ro-3.out,amazon,gpu,3,1,1.0060635997032419,1.0060635997032426,dp
amazon_gpu_ro-3.out,amazon,gpu,3,2,1.0044670880328628,1.0044670880328637,dp
amazon_gpu_ro-3.out,amazon,gpu,3,3,1.00383574023594,1.0038357402359406,dp
amazon_gpu_ro-3.out,amazon,gpu,3,4,1.0053887106789454,1.005388710678946,dp
amazon_gpu_ro-3.out,amazon,gpu,3,5,1.0046847941697326,1.0046847941697332,dp
amazon_gpu_ro-3.out,amazon,gpu,3,6,1.0027762370365063,1.0027762370365072,dp
amazon_gpu_ro-3.out,amazon,gpu,3,7,1.0053088850954264,1.005308885095427,dp
amazon_gpu_ro-3.out,amazon,gpu,3,8,1.0051855182845335,1.0051855182845342,dp
amazon_gpu_ro-3.out,amazon,gpu,3,9,1.0055773893308992,1.0055773893309,dp
amazon_gpu_ro-3.out,amazon,gpu,3,10,1.0028705763624834,1.0028705763624841,dp
google_gpu_alt-2.out,google,gpu,2,1,0.9994453331423967,0.5341480058238812,dp
google_gpu_alt-2.out,google,gpu,2,2,1.0113901431853258,0.5405318431912689,dp
google_gpu_alt-2.out,google,gpu,2,3,0.9996122411806636,0.5342372088976661,dp
google_gpu_alt-2.out,google,gpu,2,4,0.9995251587259156,0.5341906681635175,dp
google_gpu_alt-2.out,google,gpu,2,5,0.9996049843094347,0.5342333305031538,dp
google_gpu_alt-2.out,google,gpu,2,6,1.011085354593708,0.5403689506217487,dp
google_gpu_alt-2.out,google,gpu,2,7,0.998269720003299,0.5335197059128747,dp
google_gpu_alt-2.out,google,gpu,2,8,1.0108241072294641,0.5402293284193028,dp
google_gpu_alt-2.out,google,gpu,2,9,1.010889419070525,0.5402642339699143,dp
google_gpu_alt-2.out,google,gpu,2,10,1.011237748889517,0.5404503969065089,dp
google_gpu_ro-2.out,google,gpu,2,1,1.0111434095635399,0.5403999777778478,dp
google_gpu_ro-2.out,google,gpu,2,2,1.0141985523509478,0.5420327818675624,dp
google_gpu_ro-2.out,google,gpu,2,3,1.0127762055900642,0.5412726165431347,dp
google_gpu_ro-2.out,google,gpu,2,4,1.013639773266315,0.5417341454901087,dp
google_gpu_ro-2.out,google,gpu,2,5,1.0127181506202323,0.5412415893870356,dp
google_gpu_ro-2.out,google,gpu,2,6,1.0114917393825318,0.5405861407144423,dp
google_gpu_ro-2.out,google,gpu,2,7,1.011375629442868,0.5405240864022443,dp
google_gpu_ro-2.out,google,gpu,2,8,1.011375629442868,0.5405240864022443,dp
google_gpu_ro-2.out,google,gpu,2,9,1.0242275483894219,0.5473927230836803,dp
google_gpu_ro-2.out,google,gpu,2,10,1.0231462745763014,0.5468148423013348,dp
google_gpu_ro-3.out,google,gpu,3,1,1.023494604395293,0.5470010052379293,dp
google_gpu_ro-3.out,google,gpu,3,2,1.023414778811774,0.5469583428982929,dp
google_gpu_ro-3.out,google,gpu,3,3,1.0118763535576687,0.5407916956235989,dp
google_gpu_ro-3.out,google,gpu,3,4,1.0232261001598202,0.5468575046409709,dp
google_gpu_ro-3.out,google,gpu,3,5,1.0142130660934057,0.5420405386565872,dp
google_gpu_ro-3.out,google,gpu,3,6,1.0219924320508906,0.5461981775738652,dp
google_gpu_ro-3.out,google,gpu,3,7,0.9721232129652225,0.519545850484747,dp
google_gpu_ro-3.out,google,gpu,3,8,0.921078380740457,0.4922652234846223,dp
google_gpu_ro-3.out,google,gpu,3,9,1.0246847312768486,0.5476370619379606,dp
google_gpu_ro-3.out,google,gpu,3,10,1.023356723841942,0.5469273157421939,dp
google_gpu_alt-3.out,google,gpu,3,1,1.0104975480241594,0.5400548006662456,dp
google_gpu_alt-3.out,google,gpu,3,2,1.0114264275414708,0.5405512351638309,dp
google_gpu_alt-3.out,google,gpu,3,3,0.9971594187052625,0.5329263115524796,dp
google_gpu_alt-3.out,google,gpu,3,4,1.011020042752647,0.5403340450711372,dp
google_gpu_alt-3.out,google,gpu,3,5,1.0100185945230453,0.5397988266284279,dp
google_gpu_alt-3.out,google,gpu,3,6,1.011230492018288,0.5404465185119964,dp
google_gpu_alt-3.out,google,gpu,3,7,0.9993437369451906,0.5340937083007078,dp
google_gpu_alt-3.out,google,gpu,3,8,1.0216223316182118,0.5460003794537336,dp
google_gpu_alt-3.out,google,gpu,3,9,1.0114627118976158,0.5405706271363928,dp
google_gpu_alt-3.out,google,gpu,3,10,1.011404656927784,0.5405395999802938,dp
google_gpu_alt-1.out,google,gpu,1,1,1.0119634360124168,0.5408382363577475,dp
google_gpu_alt-1.out,google,gpu,1,2,0.9989446090275959,0.5338803966025266,dp
google_gpu_alt-1.out,google,gpu,1,3,0.9995469293396028,0.5342023033470548,dp
google_gpu_alt-1.out,google,gpu,1,4,1.001150697881211,0.535059428534292,dp
google_gpu_alt-1.out,google,gpu,1,5,0.9997210942490985,0.5342953848153519,dp
google_gpu_alt-1.out,google,gpu,1,6,0.9996485255368086,0.5342566008702281,dp
google_gpu_alt-1.out,google,gpu,1,7,0.9991623151644657,0.5339967484378982,dp
google_gpu_alt-1.out,google,gpu,1,8,0.9993364800739617,0.5340898299061955,dp
google_gpu_alt-1.out,google,gpu,1,9,0.9998662316736785,0.5343729527055997,dp
google_gpu_alt-1.out,google,gpu,1,10,1.0114264275414708,0.5405512351638309,dp
google_gpu_ro-1.out,google,gpu,1,1,0.9023774235833315,0.48227060082620304,dp
google_gpu_ro-1.out,google,gpu,1,2,1.0148806982464735,0.5423973509517268,dp
google_gpu_ro-1.out,google,gpu,1,3,1.0117747573604627,0.5407373981004254,dp
google_gpu_ro-1.out,google,gpu,1,4,1.0116513905495697,0.5406714653937148,dp
google_gpu_ro-1.out,google,gpu,1,5,1.0116949317769437,0.5406947357607892,dp
google_gpu_ro-1.out,google,gpu,1,6,1.010969244654044,0.5403068963095505,dp
google_gpu_ro-1.out,google,gpu,1,7,1.011520766867448,0.540601654292492,dp
google_gpu_ro-1.out,google,gpu,1,8,1.0116223630646537,0.5406559518156653,dp
google_gpu_ro-1.out,google,gpu,1,9,1.0103596674708082,0.5399811111705101,dp
google_gpu_ro-1.out,google,gpu,1,10,1.0115135099962187,0.5405977758979794,dp
amazon_gpu_alt-2.out,amazon,gpu,2,1,0.9976007041265583,0.9976007041265583,im
amazon_gpu_alt-2.out,amazon,gpu,2,2,0.9955828741969518,0.9955828741969518,im
amazon_gpu_alt-2.out,amazon,gpu,2,3,0.993507391983642,0.9935073919836419,im
amazon_gpu_alt-2.out,amazon,gpu,2,4,0.9962602885304626,0.9962602885304626,im
amazon_gpu_alt-2.out,amazon,gpu,2,5,0.997197138140637,0.997197138140637,im
amazon_gpu_alt-2.out,amazon,gpu,2,6,0.9961593970339822,0.9961593970339822,im
amazon_gpu_alt-2.out,amazon,gpu,2,7,0.9971827250697113,0.9971827250697113,im
amazon_gpu_alt-2.out,amazon,gpu,2,8,0.9971250727860083,0.9971250727860083,im
amazon_gpu_alt-2.out,amazon,gpu,2,9,0.9970962466441566,0.9970962466441566,im
amazon_gpu_alt-2.out,amazon,gpu,2,10,0.9971106597150824,0.9971106597150824,im
amazon_gpu_alt-3.out,amazon,gpu,3,1,0.9961738101049079,0.9961738101049079,im
amazon_gpu_alt-3.out,amazon,gpu,3,2,0.9962026362467594,0.9962026362467594,im
amazon_gpu_alt-3.out,amazon,gpu,3,3,0.9972403773534142,0.9972403773534142,im
amazon_gpu_alt-3.out,amazon,gpu,3,4,0.9971250727860083,0.9971250727860083,im
amazon_gpu_alt-3.out,amazon,gpu,3,5,0.9952369604947334,0.9952369604947334,im
amazon_gpu_alt-3.out,amazon,gpu,3,6,0.9970674205023051,0.9970674205023051,im
amazon_gpu_alt-3.out,amazon,gpu,3,7,0.9970818335732309,0.9970818335732308,im
amazon_gpu_alt-3.out,amazon,gpu,3,8,0.9970530074313794,0.9970530074313794,im
amazon_gpu_alt-3.out,amazon,gpu,3,9,0.9972259642824886,0.9972259642824886,im
amazon_gpu_alt-3.out,amazon,gpu,3,10,0.9970241812895279,0.9970241812895279,im
amazon_gpu_alt-1.out,amazon,gpu,1,1,0.9969088767221217,0.9969088767221217,im
amazon_gpu_alt-1.out,amazon,gpu,1,2,0.9969665290058248,0.9969665290058248,im
amazon_gpu_alt-1.out,amazon,gpu,1,3,0.9964476584524975,0.9964476584524975,im
amazon_gpu_alt-1.out,amazon,gpu,1,4,0.9942136324590044,0.9942136324590044,im
amazon_gpu_alt-1.out,amazon,gpu,1,5,0.9976007041265583,0.9976007041265583,im
amazon_gpu_alt-1.out,amazon,gpu,1,6,0.9933200220616072,0.9933200220616072,im
amazon_gpu_alt-1.out,amazon,gpu,1,7,0.9972115512115628,0.9972115512115627,im
amazon_gpu_alt-1.out,amazon,gpu,1,8,0.9973700949917461,0.9973700949917461,im
amazon_gpu_alt-1.out,amazon,gpu,1,9,0.997139485856934,0.997139485856934,im
amazon_gpu_alt-1.out,amazon,gpu,1,10,0.9970962466441566,0.9970962466441566,im
amazon_gpu_ro-1.out,amazon,gpu,1,1,1.004331608248889,1.004331608248889,im
amazon_gpu_ro-1.out,amazon,gpu,1,2,1.0028182358016837,1.0028182358016837,im
amazon_gpu_ro-1.out,amazon,gpu,1,3,1.0036830200572295,1.0036830200572295,im
amazon_gpu_ro-1.out,amazon,gpu,1,4,1.0040001076175964,1.0040001076175964,im
amazon_gpu_ro-1.out,amazon,gpu,1,5,1.0024579090285397,1.0024579090285397,im
amazon_gpu_ro-1.out,amazon,gpu,1,6,1.0035533024188976,1.0035533024188976,im
amazon_gpu_ro-1.out,amazon,gpu,1,7,1.0029479534400156,1.0029479534400156,im
amazon_gpu_ro-1.out,amazon,gpu,1,8,1.004129825255928,1.004129825255928,im
amazon_gpu_ro-1.out,amazon,gpu,1,9,1.004504565099998,1.004504565099998,im
amazon_gpu_ro-1.out,amazon,gpu,1,10,1.0025299743831686,1.0025299743831686,im
amazon_gpu_ro-2.out,amazon,gpu,2,1,1.0074160054270016,1.0074160054270016,im
amazon_gpu_ro-2.out,amazon,gpu,2,2,1.005095501007954,1.005095501007954,im
amazon_gpu_ro-2.out,amazon,gpu,2,3,1.0042307167524085,1.0042307167524085,im
amazon_gpu_ro-2.out,amazon,gpu,2,4,1.0059170460507225,1.0059170460507225,im
amazon_gpu_ro-2.out,amazon,gpu,2,5,1.0043027821070372,1.0043027821070372,im
amazon_gpu_ro-2.out,amazon,gpu,2,6,1.0015787117020682,1.0015787117020682,im
amazon_gpu_ro-2.out,amazon,gpu,2,7,1.002688518163352,1.002688518163352,im
amazon_gpu_ro-2.out,amazon,gpu,2,8,1.0028326488726096,1.0028326488726096,im
amazon_gpu_ro-2.out,amazon,gpu,2,9,1.0012760372126275,1.0012760372126275,im
amazon_gpu_ro-2.out,amazon,gpu,2,10,1.003524476277046,1.003524476277046,im
amazon_gpu_ro-3.out,amazon,gpu,3,1,1.0035533024188976,1.0035533024188976,im
amazon_gpu_ro-3.out,amazon,gpu,3,2,1.0010454280778152,1.0010454280778152,im
amazon_gpu_ro-3.out,amazon,gpu,3,3,1.0023137783192821,1.0023137783192821,im
amazon_gpu_ro-3.out,amazon,gpu,3,4,1.0039136291920416,1.0039136291920416,im
amazon_gpu_ro-3.out,amazon,gpu,3,5,1.0029767795818672,1.0029767795818672,im
amazon_gpu_ro-3.out,amazon,gpu,3,6,1.0015787117020682,1.0015787117020682,im
amazon_gpu_ro-3.out,amazon,gpu,3,7,1.0005553836663394,1.0005553836663394,im
amazon_gpu_ro-3.out,amazon,gpu,3,8,1.0022993652483565,1.0022993652483565,im
amazon_gpu_ro-3.out,amazon,gpu,3,9,1.0075024838525561,1.0075024838525561,im
amazon_gpu_ro-3.out,amazon,gpu,3,10,1.0039136291920416,1.0039136291920416,im
google_gpu_alt-2.out,google,gpu,2,1,1.0092464654345734,0.5393861665266997,im
google_gpu_alt-2.out,google,gpu,2,2,0.9978024871195189,0.5332699958938761,im
google_gpu_alt-2.out,google,gpu,2,3,0.9982060531054403,0.5334856794930186,im
