filename,provider,vcpu(s),device,instance,iteration,events,runtime(ms),time_per_task(ms),price,normalized_runtime,cost_per_task,normalized_cost
microsoft_8_cpu-3.out,microsoft,8,cpu,3,10,24,10806.4,450.26666666666665,0.34,2.8253182585332945,0.9606082079013202,5.650636517066588
microsoft_8_cpu-2.out,microsoft,8,cpu,2,1,24,11027.4,459.47499999999997,0.34,2.883098401331623,0.9802534564527519,5.766196802663245
microsoft_8_cpu-2.out,microsoft,8,cpu,2,2,24,11031.5,459.6458333333333,0.34,2.8841703406324064,0.9806179158150182,5.768340681264812
microsoft_8_cpu-2.out,microsoft,8,cpu,2,3,24,11027.300000000001,459.47083333333336,0.34,2.8830722564706286,0.9802445672000137,5.766144512941256
microsoft_8_cpu-2.out,microsoft,8,cpu,2,4,24,11301.3,470.8875,0.34,2.954709175596158,1.0046011197026938,5.909418351192315
microsoft_8_cpu-2.out,microsoft,8,cpu,2,5,24,10964.1,456.83750000000003,0.34,2.8665487043219664,0.9746265594694686,5.733097408643932
microsoft_8_cpu-2.out,microsoft,8,cpu,2,6,24,11037.1,459.87916666666666,0.34,2.8856344528481106,0.9811157139683577,5.77126890569622
microsoft_8_cpu-2.out,microsoft,8,cpu,2,7,24,11263.7,469.3208333333334,0.34,2.9448787078621437,1.001258760673129,5.8897574157242865
microsoft_8_cpu-2.out,microsoft,8,cpu,2,8,24,11214.7,467.2791666666667,0.34,2.9320677259747314,0.9969030268314087,5.864135451949462
microsoft_8_cpu-2.out,microsoft,8,cpu,2,9,24,11109.5,462.8958333333333,0.34,2.904563332208287,0.9875515329508177,5.809126664416573
microsoft_8_cpu-2.out,microsoft,8,cpu,2,10,24,11015.0,458.9583333333333,0.34,2.879856438568278,0.9791511891132145,5.759712877136555
amazon_36_cpu-1.out,amazon,36,cpu,1,1,576,10342.800000000001,17.95625,1.53,0.11267127845674076,0.17238705603881335,1.0140415061106665
amazon_36_cpu-1.out,amazon,36,cpu,1,2,576,10307.7,17.895312500000003,1.53,0.112288909864693,0.1718020320929803,1.010600188782237
amazon_36_cpu-1.out,amazon,36,cpu,1,3,576,10296.5,17.875868055555557,1.53,0.11216690051338431,0.17161535778547798,1.0095021046204584
amazon_36_cpu-1.out,amazon,36,cpu,1,4,576,10271.1,17.831770833333334,1.53,0.11189020073452352,0.171192007123821,1.0070118066107114
amazon_36_cpu-1.out,amazon,36,cpu,1,5,576,10266.400000000001,17.823611111111113,1.53,0.11183900038174222,0.1711136705840656,1.0065510034356797
amazon_36_cpu-1.out,amazon,36,cpu,1,6,576,10312.900000000001,17.90434027777778,1.53,0.1123455570635149,0.1718887023071778,1.0111100135716338
amazon_36_cpu-1.out,amazon,36,cpu,1,7,576,10313.1,17.9046875,1.53,0.11234773580193111,0.1718920357769546,1.0111296222173798
amazon_36_cpu-1.out,amazon,36,cpu,1,8,576,10283.699999999999,17.85364583333333,1.53,0.11202746125474579,0.17140201571976105,1.0082471512927118
amazon_36_cpu-1.out,amazon,36,cpu,1,9,576,10265.5,17.82204861111111,1.53,0.11182919605886918,0.17109866997006984,1.0064627645298223
amazon_36_cpu-1.out,amazon,36,cpu,1,10,576,10288.0,17.86111111111111,1.53,0.11207430413069466,0.17147368531996285,1.0086687371762517
amazon_36_cpu-1.out,amazon,36,cpu,1,11,576,10280.2,17.847569444444446,1.53,0.11198933333246185,0.17134367999866662,1.0079039999921564
amazon_36_cpu-1.out,amazon,36,cpu,1,12,576,10298.199999999999,17.878819444444442,1.53,0.1121854197899222,0.17164369227858098,1.0096687781092997
amazon_36_cpu-1.out,amazon,36,cpu,1,13,576,10274.5,17.83767361111111,1.53,0.11192723928759937,0.17124867611002703,1.0073451535883942
amazon_36_cpu-1.out,amazon,36,cpu,1,14,576,10276.5,17.841145833333332,1.53,0.11194902667176164,0.17128201080779532,1.0075412400458545
amazon_36_cpu-1.out,amazon,36,cpu,1,15,576,10287.9,17.8609375,1.53,0.11207321476148654,0.1714720185850744,1.0086589328533786
amazon_36_cpu-1.out,amazon,36,cpu,1,16,576,10269.4,17.828819444444445,1.53,0.11187168145798561,0.171163672630718,1.0068451331218704
amazon_36_cpu-1.out,amazon,36,cpu,1,17,576,10304.0,17.88888888888889,1.53,0.1122486032039928,0.17174036290210898,1.010237428835935
amazon_36_cpu-1.out,amazon,36,cpu,1,18,576,10285.0,17.85590277777778,1.53,0.11204162305445127,0.17142368327331045,1.0083746074900612
amazon_36_cpu-1.out,amazon,36,cpu,1,19,576,10273.300000000001,17.83559027777778,1.53,0.11191416685710202,0.1712286752913661,1.007227501713918
amazon_36_cpu-1.out,amazon,36,cpu,1,20,576,10283.099999999999,17.852604166666666,1.53,0.11202092503949711,0.17139201531043058,1.0081883253554738
amazon_36_cpu-2.out,amazon,36,cpu,2,1,576,10331.2,17.936111111111114,1.53,0.11254491162859963,0.17219371479175744,1.0129042046573964
amazon_36_cpu-2.out,amazon,36,cpu,2,2,576,10273.0,17.835069444444443,1.53,0.11191089874947767,0.17122367508670083,1.0071980887452987
amazon_36_cpu-2.out,amazon,36,cpu,2,3,576,10267.9,17.826215277777777,1.53,0.11185534091986389,0.17113867160739177,1.006698068278775
amazon_36_cpu-2.out,amazon,36,cpu,2,4,576,10270.099999999999,17.83003472222222,1.53,0.11187930704244237,0.17117533977493682,1.0069137633819811
amazon_36_cpu-2.out,amazon,36,cpu,2,5,576,10276.5,17.841145833333332,1.53,0.11194902667176164,0.17128201080779532,1.0075412400458545
amazon_36_cpu-2.out,amazon,36,cpu,2,6,576,10291.4,17.867013888888888,1.53,0.11211134268377052,0.1715303543061689,1.0090020841539344
amazon_36_cpu-2.out,amazon,36,cpu,2,7,576,10282.400000000001,17.85138888888889,1.53,0.11201329945504034,0.17138034816621173,1.0081196950953628
amazon_36_cpu-2.out,amazon,36,cpu,2,8,576,10290.6,17.865625,1.53,0.11210262773010563,0.1715170204270616,1.0089236495709504
amazon_36_cpu-2.out,amazon,36,cpu,2,9,576,10281.800000000001,17.850347222222226,1.53,0.11200676323979167,0.17137034775688126,1.0080608691581248
amazon_36_cpu-2.out,amazon,36,cpu,2,10,576,10332.599999999999,17.938541666666666,1.53,0.11256016279751319,0.17221704908019517,1.0130414651776183
amazon_36_cpu-3.out,amazon,36,cpu,3,1,576,10342.7,17.95607638888889,1.53,0.11267018908753264,0.17238538930392494,1.0140317017877936
amazon_36_cpu-3.out,amazon,36,cpu,3,2,576,10325.2,17.925694444444446,1.53,0.11247954947611281,0.1720937106984526,1.0123159452850152
amazon_36_cpu-3.out,amazon,36,cpu,3,3,576,10317.9,17.913020833333334,1.53,0.11240002552392055,0.17197203905159844,1.0116002297152846
amazon_36_cpu-3.out,amazon,36,cpu,3,4,576,10266.7,17.824131944444446,1.53,0.11184226848936654,0.1711186707887308,1.0065804164042986
amazon_36_cpu-3.out,amazon,36,cpu,3,5,576,10273.8,17.836458333333333,1.53,0.11191961370314259,0.17123700896580815,1.007276523328283
amazon_36_cpu-3.out,amazon,36,cpu,3,6,576,10290.300000000001,17.86510416666667,1.53,0.11209935962248128,0.17151202022239637,1.0088942366023312
amazon_36_cpu-3.out,amazon,36,cpu,3,7,576,10281.0,17.848958333333332,1.53,0.11199804828612674,0.1713570138777739,1.0079824345751405
amazon_36_cpu-3.out,amazon,36,cpu,3,8,576,10294.800000000001,17.87291666666667,1.53,0.11214838123684638,0.17158702329237496,1.0093354311316172
amazon_36_cpu-3.out,amazon,36,cpu,3,9,576,10304.8,17.890277777777776,1.53,0.11225731815765769,0.17175369678121627,1.010315863418919
amazon_36_cpu-3.out,amazon,36,cpu,3,10,576,10287.4,17.860069444444445,1.53,0.112067767915446,0.17146368491063238,1.0086099112390137
amazon_8_cpu-1.out,amazon,8,cpu,1,1,128,10198.6,79.6765625,0.34,0.4999518362638863,0.16998362432972136,0.9999036725277725
amazon_8_cpu-1.out,amazon,8,cpu,1,2,128,10203.8,79.7171875,0.34,0.5002067486585847,0.1700702945439188,1.0004134973171692
amazon_8_cpu-1.out,amazon,8,cpu,1,3,128,10199.6,79.684375,0.34,0.5000008578782514,0.1700002916786055,1.0000017157565027
amazon_8_cpu-1.out,amazon,8,cpu,1,4,128,10205.8,79.7328125,0.34,0.5003047918873149,0.1701036292416871,1.0006095837746298
amazon_8_cpu-1.out,amazon,8,cpu,1,5,128,10208.9,79.75703125,0.34,0.5004567588918467,0.1701552980232279,1.0009135177836932
amazon_8_cpu-1.out,amazon,8,cpu,1,6,128,10206.0,79.734375,0.34,0.500314596210188,0.17010696271146394,1.0006291924203758
amazon_8_cpu-1.out,amazon,8,cpu,1,7,128,10205.1,79.72734375,0.34,0.5002704767572594,0.1700919620974682,1.0005409535145187
amazon_8_cpu-1.out,amazon,8,cpu,1,8,128,10206.2,79.7359375,0.34,0.500324400533061,0.17011029618124077,1.0006488010661219
amazon_8_cpu-1.out,amazon,8,cpu,1,9,128,10206.699999999999,79.73984374999999,0.34,0.5003489113402435,0.1701186298556828,1.0006978226804868
amazon_8_cpu-1.out,amazon,8,cpu,1,10,128,10202.199999999999,79.70468749999999,0.34,0.5001283140756005,0.1700436267857042,1.0002566281512009
amazon_8_cpu-1.out,amazon,8,cpu,1,11,128,10203.5,79.71484375,0.34,0.5001920421742753,0.1700652943392536,1.0003840843485503
amazon_8_cpu-1.out,amazon,8,cpu,1,12,128,10197.699999999999,79.66953124999999,0.34,0.49990771681095764,0.1699686237157256,0.999815433621915
amazon_8_cpu-1.out,amazon,8,cpu,1,13,128,10200.6,79.6921875,0.34,0.5000498794926165,0.17001695902748962,1.0000997589852327
amazon_8_cpu-1.out,amazon,8,cpu,1,14,128,10205.0,79.7265625,0.34,0.5002655745958229,0.1700902953625798,1.0005311491916458
amazon_8_cpu-1.out,amazon,8,cpu,1,15,128,10199.8,79.6859375,0.34,0.5000106622011243,0.1700036251483823,1.0000213244022487
amazon_8_cpu-1.out,amazon,8,cpu,1,16,128,10200.8,79.69375,0.34,0.5000596838154895,0.17002029249726644,1.0001193676309788
amazon_8_cpu-1.out,amazon,8,cpu,1,17,128,10206.8,79.740625,0.34,0.5003538135016801,0.17012029659057123,1.00070762700336
amazon_8_cpu-1.out,amazon,8,cpu,1,18,128,10199.7,79.68515625,0.34,0.5000057600396879,0.1700019584134939,1.0000115200793755
amazon_8_cpu-1.out,amazon,8,cpu,1,19,128,10204.800000000001,79.72500000000001,0.34,0.50025577027295,0.170086961892803,1.0005115405458997
amazon_8_cpu-1.out,amazon,8,cpu,1,20,128,10201.0,79.6953125,0.34,0.5000694881383625,0.17002362596704326,1.0001389762767248
amazon_8_cpu-3.out,amazon,8,cpu,3,1,128,10235.0,79.9609375,0.34,0.5017362230267758,0.17059031582910378,1.0034724460535513
amazon_8_cpu-3.out,amazon,8,cpu,3,2,128,10234.3,79.95546875,0.34,0.5017019078967202,0.17057864868488487,1.0034038157934402
amazon_8_cpu-3.out,amazon,8,cpu,3,3,128,10225.5,79.88671875,0.34,0.5012705176903074,0.17043197601470453,1.0025410353806146
amazon_8_cpu-3.out,amazon,8,cpu,3,4,128,10219.699999999999,79.84140624999999,0.34,0.5009861923269898,0.17033530539117656,1.0019723846539794
amazon_8_cpu-3.out,amazon,8,cpu,3,5,128,10230.5,79.92578125,0.34,0.5015156257621329,0.1705153127591252,1.0030312515242656
amazon_8_cpu-3.out,amazon,8,cpu,3,6,128,10213.699999999999,79.79453124999999,0.34,0.5006920626407992,0.17023530129787176,1.0013841252815983
amazon_8_cpu-3.out,amazon,8,cpu,3,7,128,10221.8,79.8578125,0.34,0.5010891377171565,0.17037030682383322,1.002178275434313
amazon_8_cpu-3.out,amazon,8,cpu,3,8,128,10221.7,79.85703125,0.34,0.50108423555572,0.1703686400889448,1.0021684711114398
amazon_8_cpu-3.out,amazon,8,cpu,3,9,128,10219.699999999999,79.84140624999999,0.34,0.5009861923269898,0.17033530539117656,1.0019723846539794
amazon_8_cpu-3.out,amazon,8,cpu,3,10,128,10222.4,79.8625,0.34,0.5011185506857756,0.17038030723316372,1.002237101371551
amazon_8_cpu-2.out,amazon,8,cpu,2,1,128,10193.099999999999,79.63359374999999,0.34,0.49968221738487817,0.1698919539108586,0.9993644347697562
amazon_8_cpu-2.out,amazon,8,cpu,2,2,128,10194.1,79.64140625,0.34,0.4997312389992433,0.16990862125974274,0.9994624779984864
amazon_8_cpu-2.out,amazon,8,cpu,2,3,128,10192.4,79.628125,0.34,0.49964790225482264,0.16988028676663972,0.9992958045096452
amazon_8_cpu-2.out,amazon,8,cpu,2,4,128,10200.2,79.6890625,0.34,0.5000302708468705,0.17001029208793597,1.0000605416937407
amazon_8_cpu-2.out,amazon,8,cpu,2,5,128,10198.5,79.67578125,0.34,0.4999469341024498,0.16998195759483295,0.9998938682048994
amazon_8_cpu-2.out,amazon,8,cpu,2,6,128,10199.400000000001,79.68281250000001,0.34,0.49999105355537843,0.16999695820882868,0.9999821071107567
amazon_8_cpu-2.out,amazon,8,cpu,2,7,128,10193.8,79.6390625,0.34,0.49971653251493375,0.16990362105507748,0.9994330650298673
amazon_8_cpu-2.out,amazon,8,cpu,2,8,128,10197.699999999999,79.66953124999999,0.34,0.49990771681095764,0.1699686237157256,0.999815433621915
amazon_8_cpu-2.out,amazon,8,cpu,2,9,128,10197.900000000001,79.67109375000001,0.34,0.49991752113383076,0.16997195718550248,0.9998350422676614
amazon_8_cpu-2.out,amazon,8,cpu,2,10,128,10198.9,79.67890625,0.34,0.4999665427481958,0.1699886245343866,0.9999330854963915
microsoft_4_cpu-3.out,microsoft,4,cpu,3,1,64,10246.800000000001,160.10625000000002,0.17,1.004629356152568,0.1707869905459366,1.004629356152568
microsoft_4_cpu-3.out,microsoft,4,cpu,3,2,64,10245.4,160.084375,0.17,1.0044920956323458,0.17076365625749879,1.0044920956323455
microsoft_4_cpu-3.out,microsoft,4,cpu,3,3,64,10251.0,160.171875,0.17,1.0050411377132349,0.17085699341124994,1.0050411377132347
microsoft_4_cpu-3.out,microsoft,4,cpu,3,4,64,10246.7,160.1046875,0.17,1.004619551829695,0.17078532381104816,1.0046195518296948
microsoft_4_cpu-3.out,microsoft,4,cpu,3,5,64,10254.099999999999,160.22031249999998,0.17,1.0053450717222983,0.17090866219279072,1.005345071722298
microsoft_4_cpu-3.out,microsoft,4,cpu,3,6,64,10245.300000000001,160.08281250000002,0.17,1.0044822913094729,0.1707619895226104,1.0044822913094726
microsoft_4_cpu-3.out,microsoft,4,cpu,3,7,64,10248.699999999999,160.13593749999998,0.17,1.0048156382871551,0.1708186585088164,1.004815638287155
microsoft_4_cpu-3.out,microsoft,4,cpu,3,8,64,10244.199999999999,160.06562499999998,0.17,1.0043744437578694,0.17074365543883782,1.0043744437578692
microsoft_4_cpu-3.out,microsoft,4,cpu,3,9,64,10248.8,160.1375,0.17,1.0048254426100283,0.17082032524370483,1.0048254426100283
microsoft_4_cpu-3.out,microsoft,4,cpu,3,10,64,10249.4,160.146875,0.17,1.0048842685472665,0.17083032565303533,1.0048842685472663
microsoft_4_cpu-2.out,microsoft,4,cpu,2,1,64,10246.0,160.09375,0.17,1.0045509215695838,0.17077365666682925,1.0045509215695836
microsoft_4_cpu-2.out,microsoft,4,cpu,2,2,64,10250.400000000001,160.16250000000002,0.17,1.0049823117759968,0.17084699300191947,1.0049823117759966
microsoft_4_cpu-2.out,microsoft,4,cpu,2,3,64,10253.1,160.2046875,0.17,1.0052470284935682,0.1708919948439066,1.005247028493568
microsoft_4_cpu-2.out,microsoft,4,cpu,2,4,64,10252.4,160.19375,0.17,1.005178398233457,0.1708803276996877,1.0051783982334568
microsoft_4_cpu-2.out,microsoft,4,cpu,2,5,64,10246.2,160.096875,0.17,1.0045705302153298,0.17077699013660608,1.0045705302153296
microsoft_4_cpu-2.out,microsoft,4,cpu,2,6,64,10252.7,160.1984375,0.17,1.0052078112020761,0.17088532790435296,1.005207811202076
microsoft_4_cpu-2.out,microsoft,4,cpu,2,7,64,10248.0,160.125,0.17,1.0047470080270442,0.17080699136459754,1.0047470080270442
microsoft_4_cpu-2.out,microsoft,4,cpu,2,8,64,10242.900000000001,160.04531250000002,0.17,1.0042469875605204,0.1707219878852885,1.0042469875605204
microsoft_4_cpu-2.out,microsoft,4,cpu,2,9,64,10250.9,160.1703125,0.17,1.0050313333903618,0.17085532667636152,1.0050313333903618
microsoft_4_cpu-2.out,microsoft,4,cpu,2,10,64,10246.4,160.1,0.17,1.0045901388610758,0.1707803236063829,1.0045901388610756
microsoft_4_cpu-1.out,microsoft,4,cpu,1,1,64,10258.6,160.290625,0.17,1.0057862662515844,0.17098366526276937,1.0057862662515842
microsoft_4_cpu-1.out,microsoft,4,cpu,1,2,64,10245.900000000001,160.09218750000002,0.17,1.004541117246711,0.17077198993194087,1.0045411172467107
microsoft_4_cpu-1.out,microsoft,4,cpu,1,3,64,10253.1,160.2046875,0.17,1.0052470284935682,0.1708919948439066,1.005247028493568
microsoft_4_cpu-1.out,microsoft,4,cpu,1,4,64,10266.3,160.4109375,0.17,1.0065411991128068,0.17111200384917716,1.0065411991128066
microsoft_4_cpu-1.out,microsoft,4,cpu,1,5,64,10251.9,160.1859375,0.17,1.0051293766190919,0.17087199402524564,1.0051293766190919
microsoft_4_cpu-1.out,microsoft,4,cpu,1,6,64,10266.199999999999,160.40937499999998,0.17,1.0065313947899337,0.17111033711428875,1.0065313947899335
microsoft_4_cpu-1.out,microsoft,4,cpu,1,7,64,10265.2,160.39375,0.17,1.0064333515612036,0.17109366976540463,1.0064333515612034
microsoft_4_cpu-1.out,microsoft,4,cpu,1,8,64,10254.099999999999,160.22031249999998,0.17,1.0053450717222983,0.17090866219279072,1.005345071722298
microsoft_4_cpu-1.out,microsoft,4,cpu,1,9,64,10249.9,160.1546875,0.17,1.0049332901616315,0.17083865932747735,1.0049332901616312
microsoft_4_cpu-1.out,microsoft,4,cpu,1,10,64,10254.6,160.228125,0.17,1.0053940933366636,0.17091699586723283,1.0053940933366634
